call_volume,datetime,tempmax,tempmin,temp,feelslike,precip,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,severerisk,conditions,description
42,2021-01-01,55.1,47.0,48.8,44.9,0.194,rain,0.0,0.0,35.6,19.7,19.7,,"Rain, Overcast",Cloudy skies throughout the day with rain.
30,2021-01-02,51.2,46.1,49.2,44.8,0.368,rain,0.0,0.0,35.6,20.8,20.8,,"Rain, Overcast",Cloudy skies throughout the day with rain.
39,2021-01-03,52.1,42.2,49.5,47.7,0.385,rain,0.0,0.0,41.8,20.8,20.8,,"Rain, Overcast",Cloudy skies throughout the day with rain.
50,2021-01-04,52.1,43.1,48.6,45.6,0.824,rain,0.0,0.0,44.3,15.0,15.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
58,2021-01-05,50.0,37.1,44.8,40.0,0.0,,0.0,0.0,30.4,16.1,16.1,,Partially cloudy,Partly cloudy throughout the day.
47,2021-01-06,50.0,45.0,47.4,44.3,0.618,rain,0.0,0.0,25.5,16.1,16.1,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
55,2021-01-07,54.0,39.8,45.2,43.3,0.0,,0.0,0.0,17.4,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
48,2021-01-08,52.1,35.1,45.1,41.8,0.237,rain,0.0,0.0,24.2,11.4,11.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
35,2021-01-09,48.8,36.0,39.6,37.6,0.0,,0.0,0.0,13.9,6.9,6.9,,Overcast,Cloudy skies throughout the day.
46,2021-01-10,55.1,41.0,46.8,44.4,0.255,rain,0.0,0.0,22.1,15.0,15.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
53,2021-01-11,53.1,38.0,46.9,44.4,0.095,rain,0.0,0.0,38.5,13.9,13.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
47,2021-01-12,60.2,52.1,55.9,55.9,0.964,rain,0.0,0.0,56.6,21.9,21.9,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
52,2021-01-13,59.0,41.0,49.1,48.1,0.277,rain,0.0,0.0,61.7,23.0,23.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
47,2021-01-14,54.0,38.0,44.6,43.5,0.0,,0.0,0.0,11.4,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
54,2021-01-15,54.0,44.1,49.7,47.3,0.058,rain,0.0,0.0,8.7,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
44,2021-01-16,50.0,46.1,48.0,45.4,0.0,,0.0,0.0,9.8,12.8,12.8,,Overcast,Cloudy skies throughout the day.
39,2021-01-17,55.1,42.2,47.5,44.9,0.032,rain,0.0,0.0,18.8,19.7,19.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
53,2021-01-18,46.1,34.1,41.9,36.8,0.0,,0.0,0.0,18.8,15.0,15.0,,Partially cloudy,Partly cloudy throughout the day.
55,2021-01-19,50.0,33.2,39.3,35.7,0.0,,0.0,0.0,14.8,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
43,2021-01-20,46.1,27.0,36.6,34.7,0.0,,0.0,0.0,8.1,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
46,2021-01-21,47.0,38.9,42.9,40.5,0.0,,0.0,0.0,10.5,9.2,9.2,,Overcast,Cloudy skies throughout the day.
49,2021-01-22,47.9,33.2,41.5,38.5,0.0,,0.0,0.0,14.5,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
44,2021-01-23,47.9,27.0,36.1,33.1,0.0,,0.0,0.0,12.1,6.9,6.9,,Partially cloudy,Partly cloudy throughout the day.
53,2021-01-24,44.1,34.1,38.4,33.0,0.112,rain,0.0,0.0,19.5,16.1,16.1,,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
57,2021-01-25,44.1,33.2,36.9,32.4,0.044,"rain,snow",0.0,0.1,15.7,9.2,9.2,,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.
45,2021-01-26,41.0,30.8,35.9,30.2,0.349,"rain,snow",0.0,0.0,26.4,16.1,16.1,,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
47,2021-01-27,45.0,33.2,39.6,35.5,0.278,rain,0.0,0.2,30.9,18.3,18.3,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
40,2021-01-28,47.0,41.0,43.6,40.4,0.14,rain,0.0,0.0,9.2,11.4,11.4,,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
56,2021-01-29,47.9,37.1,43.1,39.8,0.036,rain,0.0,0.0,20.4,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.
52,2021-01-30,53.1,42.2,47.1,44.8,0.096,rain,0.0,0.0,26.4,19.7,19.7,,"Rain, Overcast",Cloudy skies throughout the day with rain.
49,2021-01-31,55.1,47.0,49.8,47.8,0.364,rain,0.0,0.0,31.6,24.2,24.2,,"Rain, Overcast",Cloudy skies throughout the day with rain.
56,2021-02-01,50.0,45.0,48.0,46.3,0.501,rain,0.0,0.0,27.3,10.3,10.3,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
52,2021-02-02,51.2,41.0,45.3,39.8,0.271,rain,0.0,0.0,41.4,22.2,22.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
51,2021-02-04,50.0,29.9,39.6,36.2,0.0,,0.0,0.0,8.5,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
54,2021-02-05,52.1,42.2,45.4,41.3,0.012,rain,0.0,0.0,14.1,12.8,12.8,,"Rain, Overcast",Cloudy skies throughout the day with morning rain.
38,2021-02-06,50.0,41.0,44.6,41.1,0.0,,0.0,0.0,17.2,13.9,13.9,,Overcast,Cloudy skies throughout the day.
61,2021-02-07,48.8,36.0,43.9,41.8,0.0,,0.0,0.0,12.3,6.9,6.9,,Overcast,Cloudy skies throughout the day.
62,2021-02-08,47.0,32.0,39.7,36.4,0.0,,0.0,0.0,11.0,10.3,10.3,,Overcast,Cloudy skies throughout the day.
57,2021-02-09,47.0,34.1,40.1,37.0,0.0,,0.0,0.0,10.7,6.9,6.9,,Partially cloudy,Partly cloudy throughout the day.
60,2021-02-10,45.0,29.0,37.7,36.0,0.0,,0.0,0.0,7.6,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
63,2021-02-11,41.0,33.2,38.0,32.8,0.368,"rain,snow",0.0,0.0,14.8,15.0,15.0,,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.
64,2021-02-12,36.0,32.0,34.0,29.3,0.481,"rain,snow",0.0,0.0,24.2,9.2,9.2,,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
51,2021-02-13,51.2,35.1,45.4,41.2,0.617,"rain,snow",0.0,0.0,40.3,20.8,20.8,,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
38,2021-02-14,48.8,43.1,46.1,40.9,0.173,rain,0.0,0.0,24.8,18.3,18.3,,"Rain, Overcast",Cloudy skies throughout the day with rain.
54,2021-02-15,52.1,45.0,48.6,44.9,0.067,rain,0.0,0.0,36.5,19.7,19.7,,"Rain, Overcast",Cloudy skies throughout the day with rain.
52,2021-02-16,51.2,38.9,45.5,41.7,0.0,,0.0,0.0,20.6,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
61,2021-02-17,51.2,35.1,42.4,40.1,0.0,,0.0,0.0,10.1,6.9,6.9,,Partially cloudy,Partly cloudy throughout the day.
56,2021-02-18,47.9,39.8,45.2,41.2,0.393,rain,0.0,0.0,24.4,19.7,19.7,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
56,2021-02-19,50.0,41.0,45.4,41.5,0.146,rain,0.0,0.0,22.6,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with rain.
48,2021-02-20,51.2,38.9,44.9,42.2,0.061,rain,0.0,0.0,20.4,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
49,2021-02-21,51.2,44.1,46.8,41.8,0.0,,0.0,0.0,19.9,18.3,18.3,,Overcast,Cloudy skies throughout the day.
48,2021-02-22,56.0,45.0,49.8,47.3,0.051,rain,0.0,0.0,22.8,17.2,17.2,,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.
56,2021-02-23,51.2,34.1,42.0,38.1,0.012,rain,0.0,0.0,21.9,13.9,13.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
54,2021-02-24,50.0,33.2,39.6,36.2,0.0,,0.0,0.0,15.4,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
56,2021-02-25,50.0,34.1,42.5,37.3,0.036,rain,0.0,0.0,25.5,17.2,17.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
60,2021-02-26,47.0,39.8,43.4,37.5,0.173,rain,0.0,0.0,38.9,19.7,19.7,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
42,2021-02-27,48.8,38.9,43.6,40.3,0.044,rain,0.0,0.0,21.7,10.3,10.3,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
39,2021-02-28,59.0,34.1,45.4,43.3,0.0,,0.0,0.0,11.2,5.8,5.8,,Partially cloudy,Partly cloudy throughout the day.
47,2021-03-01,63.0,36.0,47.3,45.4,0.0,,0.0,0.0,15.2,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
48,2021-03-02,60.2,36.0,47.6,45.7,0.0,,0.0,0.0,13.6,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
34,2021-03-03,56.0,37.1,43.6,41.8,0.0,,0.0,0.0,12.5,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
42,2021-03-04,61.1,38.9,47.8,46.1,0.0,,0.0,0.0,19.0,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
44,2021-03-05,48.8,36.0,44.3,40.0,0.379,rain,0.0,0.0,16.1,13.9,13.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
58,2021-03-06,52.1,39.8,44.5,40.8,0.012,rain,0.0,0.0,23.7,17.2,17.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
47,2021-03-07,51.2,38.0,44.5,40.7,0.102,rain,0.0,0.0,25.7,19.7,19.7,,"Rain, Overcast",Cloudy skies throughout the day with rain.
43,2021-03-08,53.1,35.1,41.5,38.4,0.093,rain,0.0,0.0,37.8,21.9,21.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
56,2021-03-09,54.0,38.0,44.2,40.3,0.303,rain,0.0,0.0,25.5,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with rain.
45,2021-03-10,50.0,35.1,41.7,38.6,0.0,,0.0,0.0,16.3,11.4,11.4,,Overcast,Cloudy skies throughout the day.
43,2021-03-11,55.1,35.1,43.7,42.1,0.0,,0.0,0.0,16.1,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
45,2021-03-12,60.2,32.0,43.8,42.5,0.0,,0.0,0.0,11.9,10.3,10.3,,Partially cloudy,Clearing in the afternoon.
40,2021-03-13,65.0,32.0,46.2,43.8,0.0,,0.0,0.0,14.8,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
48,2021-03-14,50.0,39.8,45.5,41.1,0.206,rain,0.0,0.0,28.6,17.2,17.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
49,2021-03-15,47.9,32.0,39.8,37.7,0.031,"rain,snow",0.2,0.1,22.8,8.1,8.1,,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.
52,2021-03-16,52.1,28.1,38.9,37.8,0.0,,0.0,0.0,13.9,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
42,2021-03-17,62.1,32.0,44.7,42.6,0.0,,0.0,0.0,11.4,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
45,2021-03-18,61.1,39.8,47.3,45.0,0.111,rain,0.0,0.0,32.2,22.2,22.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
38,2021-03-20,54.0,38.9,45.4,42.0,0.051,rain,0.0,0.0,20.6,18.3,18.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
51,2021-03-21,50.0,38.9,44.7,41.9,0.032,rain,0.0,0.0,17.0,10.3,10.3,,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.
46,2021-03-22,50.0,39.8,45.3,40.4,0.091,rain,0.0,0.0,23.0,15.0,15.0,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
51,2021-03-23,54.0,30.8,42.2,40.1,0.0,,0.0,0.0,22.6,16.1,16.1,,Partially cloudy,Partly cloudy throughout the day.
45,2021-03-24,50.0,35.1,42.5,37.9,0.063,rain,0.0,0.0,21.9,13.9,13.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
46,2021-03-25,53.1,39.8,45.9,43.1,0.063,rain,0.0,0.0,16.6,11.4,11.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
53,2021-03-26,59.0,34.1,44.9,43.9,0.0,,0.0,0.0,17.2,6.9,6.9,,Partially cloudy,Partly cloudy throughout the day.
55,2021-03-27,64.1,33.2,47.5,46.8,0.0,,0.0,0.0,12.1,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
42,2021-03-28,56.0,38.9,45.9,42.3,0.051,rain,0.0,0.0,36.1,21.1,21.1,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
50,2021-03-29,53.1,33.2,42.2,38.5,0.031,rain,0.0,0.0,18.6,11.4,11.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
46,2021-03-30,56.0,29.9,42.1,40.8,0.0,,0.0,0.0,21.3,18.3,18.3,,Clear,Clear conditions throughout the day.
46,2021-03-31,65.0,32.0,47.4,45.5,0.0,,0.0,0.0,11.0,10.3,10.3,,Clear,Clear conditions throughout the day.
55,2021-04-01,72.0,37.1,53.6,51.6,0.0,,0.0,0.0,18.6,15.0,15.0,,Partially cloudy,Partly cloudy throughout the day.
34,2021-04-02,62.1,37.1,49.2,47.9,0.0,,0.0,0.0,13.6,8.1,8.1,,Partially cloudy,Partly cloudy throughout the day.
53,2021-04-03,64.1,38.0,50.0,49.7,0.0,,0.0,0.0,14.3,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
47,2021-04-04,60.2,38.0,48.3,46.4,0.0,,0.0,0.0,20.6,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
46,2021-04-05,56.9,29.0,43.3,41.2,0.0,,0.0,0.0,19.2,12.8,12.8,,Clear,Clear conditions throughout the day.
42,2021-04-06,65.0,29.9,47.3,46.3,0.0,,0.0,0.0,16.1,10.3,10.3,,Clear,Clear conditions throughout the day.
41,2021-04-07,54.0,41.0,47.0,43.7,0.0,,0.0,0.0,19.2,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
37,2021-04-08,56.9,41.0,48.6,46.1,0.024,rain,0.0,0.0,18.3,12.8,12.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
58,2021-04-09,62.1,32.0,45.5,44.4,0.0,,0.0,0.0,20.4,15.0,15.0,,Partially cloudy,Partly cloudy throughout the day.
46,2021-04-10,51.2,38.0,45.8,41.7,0.024,rain,0.0,0.0,19.5,15.0,15.0,,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
53,2021-04-11,57.8,29.9,43.7,39.6,0.0,,0.0,0.0,27.3,19.7,19.7,,Clear,Clear conditions throughout the day.
52,2021-04-12,65.9,35.1,49.6,47.1,0.0,,0.0,0.0,31.1,21.6,21.6,,Clear,Clear conditions throughout the day.
38,2021-04-14,66.8,37.1,52.2,49.7,0.0,,0.0,0.0,26.4,21.1,21.1,,Clear,Clear conditions throughout the day.
49,2021-04-15,73.1,35.1,53.7,52.8,0.0,,0.0,0.0,22.1,16.1,16.1,,Clear,Clear conditions throughout the day.
41,2021-04-16,80.1,38.9,58.7,58.6,0.0,,0.0,0.0,26.4,20.8,20.8,,Clear,Clear conditions throughout the day.
47,2021-04-17,82.1,41.0,61.5,61.0,0.0,,0.0,0.0,16.8,12.8,12.8,,Clear,Clear conditions throughout the day.
55,2021-04-18,81.0,44.1,62.5,61.6,0.0,,0.0,0.0,16.8,10.3,10.3,,Clear,Clear conditions throughout the day.
60,2021-04-19,74.9,42.2,58.1,57.6,0.0,,0.0,0.0,19.7,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
61,2021-04-20,74.0,47.9,58.6,57.8,0.0,,0.0,0.0,30.2,19.7,19.7,,Partially cloudy,Clearing in the afternoon.
55,2021-04-21,75.8,39.8,57.9,57.2,0.0,,0.0,0.0,22.4,17.2,17.2,,Clear,Clear conditions throughout the day.
46,2021-04-22,70.1,41.0,53.5,51.8,0.0,,0.0,0.0,25.1,15.0,15.0,,Partially cloudy,Clearing in the afternoon.
36,2021-04-23,64.1,37.1,51.1,49.5,0.012,rain,0.0,0.0,17.9,10.3,10.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
38,2021-04-24,56.0,44.1,49.3,47.0,0.193,rain,0.0,0.0,37.1,19.7,19.7,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
43,2021-04-25,56.9,43.1,49.2,47.6,0.095,rain,0.0,0.0,29.8,12.8,12.8,,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
46,2021-04-26,59.0,42.2,49.5,48.1,0.012,rain,0.0,0.0,18.1,11.4,11.4,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
46,2021-04-27,68.0,35.1,52.2,51.6,0.0,,0.0,0.0,13.9,9.2,9.2,,Partially cloudy,Partly cloudy throughout the day.
47,2021-04-28,74.9,37.1,57.3,57.1,0.0,,0.0,0.0,13.0,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
54,2021-04-29,80.1,46.1,60.8,60.5,0.0,,0.0,0.0,20.1,15.0,15.0,,Partially cloudy,Partly cloudy throughout the day.
49,2021-04-30,74.9,45.0,60.1,59.5,0.0,,0.0,0.0,18.6,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
52,2021-05-01,61.1,53.1,55.6,55.6,0.504,rain,0.0,0.0,20.1,12.8,12.8,,"Rain, Overcast",Cloudy skies throughout the day with rain.
59,2021-05-02,65.0,48.8,56.1,56.1,0.043,rain,0.0,0.0,19.2,9.2,9.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
58,2021-05-03,68.0,41.0,54.4,53.8,0.012,rain,0.0,0.0,21.3,10.3,10.3,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
54,2021-05-04,70.1,48.8,59.6,59.5,0.0,,0.0,0.0,17.9,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
47,2021-05-05,77.0,43.1,59.7,59.1,0.0,,0.0,0.0,16.8,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
55,2021-05-06,65.0,48.8,55.6,55.1,0.02,rain,0.0,0.0,29.3,17.2,17.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
59,2021-05-07,61.1,41.0,51.0,49.4,0.063,rain,0.0,0.0,22.1,15.0,15.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
46,2021-05-08,62.1,36.0,50.1,49.5,0.0,,0.0,0.0,19.7,6.9,6.9,,Partially cloudy,Partly cloudy throughout the day.
45,2021-05-09,66.8,47.0,55.0,54.6,0.0,,0.0,0.0,17.7,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
58,2021-05-10,70.1,42.2,56.1,55.2,0.0,,0.0,0.0,28.9,18.3,18.3,,Partially cloudy,Partly cloudy throughout the day.
46,2021-05-11,74.9,45.0,59.4,58.3,0.0,,0.0,0.0,24.2,18.3,18.3,,Partially cloudy,Partly cloudy throughout the day.
45,2021-05-12,78.2,42.2,61.4,61.3,0.0,,0.0,0.0,19.5,15.5,15.5,,Partially cloudy,Partly cloudy throughout the day.
75,2021-05-13,79.1,44.0,62.6,62.6,0.0,,0.0,0.0,20.8,16.1,16.1,,Partially cloudy,Partly cloudy throughout the day.
51,2021-05-14,79.1,50.0,62.7,62.6,0.0,,0.0,0.0,26.8,19.9,19.9,,Partially cloudy,Clearing in the afternoon.
43,2021-05-15,78.2,41.0,60.8,60.5,0.0,,0.0,0.0,25.3,19.7,19.7,,Clear,Clear conditions throughout the day.
62,2021-05-16,81.0,46.1,64.0,63.8,0.0,,0.0,0.0,20.6,12.8,12.8,,Clear,Clear conditions throughout the day.
61,2021-05-17,71.1,48.8,57.0,56.6,0.0,,0.0,0.0,29.3,21.1,21.1,,Partially cloudy,Partly cloudy throughout the day.
65,2021-05-18,63.0,42.2,54.0,53.5,0.0,,0.0,0.0,25.7,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
58,2021-05-19,55.1,37.1,47.3,46.6,0.173,rain,0.0,0.0,25.9,12.8,12.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
47,2021-05-20,56.9,39.8,47.7,46.2,0.113,rain,0.0,0.0,28.6,9.2,9.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
42,2021-05-21,63.0,38.0,50.8,49.9,0.0,,0.0,0.0,26.2,18.3,18.3,,Partially cloudy,Partly cloudy throughout the day.
56,2021-05-22,70.1,44.1,55.8,55.4,0.0,,0.0,0.0,19.5,16.1,16.1,,Partially cloudy,Partly cloudy throughout the day.
49,2021-05-23,64.1,42.2,54.1,53.0,0.0,,0.0,0.0,20.1,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
64,2021-05-24,68.0,51.2,56.9,56.9,0.25,rain,0.0,0.0,21.5,13.9,13.9,,"Rain, Overcast",Cloudy skies throughout the day with rain.
46,2021-05-25,63.0,50.0,56.4,56.3,0.1,rain,0.0,0.0,19.7,13.9,13.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
50,2021-05-26,74.9,41.0,57.0,56.6,0.0,,0.0,0.0,20.1,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
56,2021-05-27,64.1,47.0,55.4,54.9,0.036,rain,0.0,0.0,25.3,18.8,18.8,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
48,2021-05-28,71.1,44.1,56.5,55.6,0.0,,0.0,0.0,25.3,19.7,19.7,,Partially cloudy,Partly cloudy throughout the day.
48,2021-05-29,79.1,44.1,61.1,60.6,0.0,,0.0,0.0,18.1,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
53,2021-05-30,83.9,47.0,66.3,65.9,0.0,,0.0,0.0,20.6,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
62,2021-05-31,87.2,48.8,69.5,68.9,0.0,,0.0,0.0,21.9,16.1,16.1,,Partially cloudy,Becoming cloudy in the afternoon.
52,2021-06-01,92.9,54.0,74.8,74.6,0.0,,0.0,0.0,18.6,10.3,10.3,,Clear,Clear conditions throughout the day.
55,2021-06-02,91.1,60.2,74.1,73.8,0.0,,0.0,0.0,19.5,13.9,13.9,,Clear,Clear conditions throughout the day.
61,2021-06-03,84.8,53.1,69.1,68.9,0.0,,0.0,0.0,21.7,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
59,2021-06-04,80.1,51.2,64.8,64.8,0.0,,0.0,0.0,20.6,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
52,2021-06-05,69.2,48.8,59.2,59.2,0.0,,0.0,0.0,23.3,17.2,17.2,,Partially cloudy,Partly cloudy throughout the day.
51,2021-06-06,65.9,41.0,54.3,53.9,0.0,,0.0,0.0,27.1,15.0,15.0,,Partially cloudy,Partly cloudy throughout the day.
45,2021-06-07,64.1,47.0,54.5,53.9,0.039,rain,0.0,0.0,19.7,15.0,15.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.
48,2021-06-08,64.7,43.1,54.2,53.7,0.018,rain,0.0,0.0,28.0,15.0,15.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
52,2021-06-09,71.1,38.0,55.2,54.4,0.0,,0.0,0.0,21.5,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
53,2021-06-10,69.2,44.1,57.1,56.3,0.0,,0.0,0.0,22.4,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
62,2021-06-11,68.0,47.9,58.1,58.0,0.102,rain,0.0,0.0,33.3,23.0,23.0,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
60,2021-06-12,81.0,51.2,65.0,65.0,0.386,rain,0.0,0.0,21.0,17.2,17.2,,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
49,2021-06-13,65.9,61.1,63.4,63.4,0.908,rain,0.0,0.0,19.9,9.2,9.2,,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
55,2021-06-14,73.1,59.0,63.7,63.7,0.166,rain,0.0,0.0,19.7,13.9,13.9,,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
44,2021-06-15,70.1,51.2,60.7,60.7,0.0,,0.0,0.0,23.0,17.8,17.8,,Partially cloudy,Partly cloudy throughout the day.
43,2021-06-16,79.1,47.9,63.0,62.5,0.0,,0.0,0.0,28.9,18.3,18.3,,Clear,Clear conditions throughout the day.
56,2021-06-17,83.9,48.8,67.0,66.6,0.0,,0.0,0.0,23.0,18.3,18.3,,Clear,Clear conditions throughout the day.
50,2021-06-18,82.1,48.8,66.6,66.2,0.0,,0.0,0.0,25.1,18.3,18.3,,Clear,Clear conditions throughout the day.
51,2021-06-19,83.9,48.8,66.9,66.2,0.0,,0.0,0.0,29.8,23.0,23.0,,Clear,Clear conditions throughout the day.
45,2021-06-20,89.1,56.9,73.7,73.7,0.0,,0.0,0.0,21.9,17.2,17.2,,Clear,Clear conditions throughout the day.
59,2021-06-21,93.8,61.1,76.3,76.4,0.0,,0.0,0.0,19.9,15.0,15.0,,Partially cloudy,Partly cloudy throughout the day.
58,2021-06-22,87.2,56.9,69.5,69.4,0.0,,0.0,0.0,20.6,12.8,12.8,,Partially cloudy,Partly cloudy throughout the day.
64,2021-06-23,86.0,55.1,68.7,68.8,0.0,,0.0,0.0,19.5,12.8,12.8,,Partially cloudy,Clearing in the afternoon.
43,2021-06-24,91.1,53.1,71.3,70.8,0.0,,0.0,0.0,20.1,13.9,13.9,,Partially cloudy,Partly cloudy throughout the day.
55,2021-06-25,95.0,59.0,77.6,77.3,0.0,,0.0,0.0,18.3,10.3,10.3,,Partially cloudy,Partly cloudy throughout the day.
46,2021-06-29,84.8,57.8,68.5,68.5,0.0,,0.0,0.0,28.9,23.0,23.0,,Partially cloudy,Partly cloudy throughout the day.
45,2021-06-30,74.0,63.0,66.7,66.7,0.0,,0.0,0.0,19.9,12.8,12.8,,Overcast,Cloudy skies throughout the day.
66,2021-07-01,75.8,62.1,67.9,67.9,0.0,,0.0,0.0,21.3,11.4,11.4,,Partially cloudy,Partly cloudy throughout the day.
54,2021-07-02,88.1,54.0,71.9,71.5,0.0,,0.0,0.0,25.3,19.4,19.4,,Partially cloudy,Clearing in the afternoon.
58,2021-07-03,91.1,55.1,73.5,73.1,0.0,,0.0,0.0,23.0,16.1,16.1,,Clear,Clear conditions throughout the day.
67,2021-07-04,90.0,56.0,73.1,72.3,0.0,,0.0,0.0,20.1,17.8,17.8,,Clear,Clear conditions throughout the day.
