datetime,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,solarradiation,solarenergy,uvindex,severerisk,conditions,description,source
2023-08-10,83.9,62.9,72.8,72.5,54.5,55.6,0,0,0,,0,0,19.7,13.4,13.4,7.7,0.5,309.1,1015.1,267.9,22.9,9,10,Partially cloudy,Clearing in the afternoon.,obs
2023-08-11,89,56.9,72.3,71.7,53.3,55,0,0,0,,0,0,20.8,13.6,13.6,7.1,0,311.9,1016.4,303.5,26.2,9,10,Clear,Clear conditions throughout the day.,obs
2023-08-12,91.1,58,74.6,74,54.2,52.8,0,0,0,,0,0,25.1,17.3,17.3,9.7,0.4,317.4,1018.8,295.4,25.8,9,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-13,101.8,62.8,80.7,79.9,54.9,46,0,0,0,,0,0,24.8,17.5,17.5,9,0.2,312.8,1015.4,286,24.5,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-14,102,65.7,83.3,82.6,55.3,41.9,0,0,0,,0,0,20.6,11,11,4,0,329,1011.8,228.3,19.6,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-15,104.9,67.9,85.3,85.1,57.8,42.6,0,0,0,,0,0,20.4,13.1,13.1,6.2,0.4,153.7,1014,242,20.9,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-16,105,69,84.2,84.2,58.7,45.4,0,0,0,,0,0,17.7,9,9,4.2,0.1,262.4,1013.7,233.9,20,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-17,91.1,68.9,79.1,79.1,59.9,53.6,0,0,0,,0,0,26.4,14.7,14.7,5.2,0.4,186.1,1009.7,122.3,10.5,5,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-18,85.9,60.2,71.6,70.9,51.1,55,0,0,0,,0,0,23,16.7,16.7,8.9,0.3,303.3,1012.9,261.6,22.6,9,10,Partially cloudy,Clearing in the afternoon.,obs
2023-08-19,86.2,54.7,68.8,68.3,46.1,47.3,0,0,0,,0,0,20.1,12.9,12.9,8.5,1,318,1011.9,252.3,21.7,7,10,Partially cloudy,Becoming cloudy in the afternoon.,obs
2023-08-20,88,53.7,70.3,69.6,48.2,50.1,0,0,0,,0,0,21.9,11,11,5.2,0,327,1009.8,232,19.9,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-21,80.9,54,66.7,66.6,47.3,53.1,0,0,0,,0,0,25.3,13.7,13.7,5,0.8,256.9,1011,224,19.4,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-22,77.9,52.6,65,65,48.3,58.3,0.01,100,4.17,rain,0,0,20.6,11.1,11.1,5.6,0.1,221.8,1017.6,270.2,23.2,9,10,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,obs
2023-08-23,82,47.8,64.2,63.9,45.6,56.4,0,0,0,,0,0,20.8,14.6,14.6,6.1,0,310.6,1018.9,270.1,23.2,8,10,Clear,Clear conditions throughout the day.,obs
2023-08-24,88.1,52.8,69.3,68.7,49.7,53.9,0,0,0,,0,0,18.1,9.9,9.9,5.8,0,320.5,1013.7,247.7,21.3,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-25,89,62.9,73.5,73.3,57.8,61.3,0.037,100,4.17,rain,0,0,29.8,14.8,14.8,7.8,0,179.2,1013.5,234.5,20.4,7,10,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,obs
2023-08-26,87.8,56.7,69.3,69.2,56.6,67.3,0,0,0,,0,0,22.6,10.3,10.3,6.2,0.1,174.6,1015.6,237.4,20.3,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-27,77.9,59,66,66,57.4,75,0,0,0,,0,0,26.4,12.7,12.7,7.7,3.1,173.5,1018.4,204.2,17.7,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-28,68,60.2,63.5,63.5,57.5,81.1,0.059,100,8.33,rain,0,0,18.8,6.9,6.9,3.8,0.2,205.8,1019.8,58.4,4.9,2,10,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,obs
2023-08-29,73.1,59.1,65.9,65.9,55.6,70.6,0.011,100,4.17,rain,0,0,16.1,11.1,11.1,4.4,0,211.7,1021.4,132.7,11.4,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,obs
2023-08-30,81.9,55.2,67.5,67.4,53.1,64.6,0,0,0,,0,0,17,9.9,9.9,4.7,0,1.1,1020.4,238.8,20.6,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-08-31,64.9,58,62.5,62.5,57,82.5,0.16,100,58.33,rain,0,0,8.1,7.8,7.8,4.2,0,105.5,1011.8,68.5,5.9,2,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2023-09-01,78.2,62,67.1,67.1,60.1,80.1,0.071,100,25,rain,0,0,24.8,15.1,15.1,8.9,0.2,310.1,1008.8,99.7,8.7,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
2023-09-02,85.9,55.1,67.2,67,55.5,70.2,0,0,0,,0,0,15.7,11.2,11.2,5.4,0.1,183.2,1012.9,186.5,15.9,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-03,77.9,56.9,65.4,65.4,55.5,72.6,0,0,0,,0,0,22.4,13,13,8.1,5.6,165.1,1017.3,188.3,16.2,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-04,69.9,55.7,63.1,63.1,52.4,69.8,0.011,100,4.17,rain,0,0,15,9.7,9.7,5.2,0,294.4,1018.2,138.3,11.9,5,10,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
2023-09-05,76.9,46.3,61,60.9,46,62.4,0,0,0,,0,0,18.3,13.3,13.3,5.9,0,322.7,1016.3,251.2,21.8,8,10,Clear,Clear conditions throughout the day.,obs
2023-09-06,79.9,46.8,63.3,63.1,48.3,62.2,0,0,0,,0,0,23,13.5,13.5,3.3,0,310.3,1015.2,249.5,21.6,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-07,78,51.6,63.8,63.8,49.7,63,0,0,0,,0,0,18.3,12.4,12.4,4.4,0,307.3,1016.5,168.9,14.6,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-08,82,47,63.9,63.7,48.4,61.1,0,0,0,,0,0,17.2,11.8,11.8,5.2,0,315.6,1018.5,244.8,21.2,8,10,Clear,Clear conditions throughout the day.,obs
2023-09-09,86.7,50.9,68.1,67.6,50.4,57.8,0,0,0,,0,0,19.7,10.7,10.7,3.9,0,305.7,1018.2,236.6,20.5,8,10,Clear,Clear conditions throughout the day.,obs
2023-09-10,83.8,55.1,67.8,67.4,49.7,57.1,0,0,0,,0,0,19.7,11,11,7.6,3.5,165.5,1018.7,239.6,20.8,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-11,77.9,52.8,64.6,64.6,52.5,66.2,0,0,0,,0,0,19.7,14.4,14.4,6.2,0,189.5,1018.5,192,16.6,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-12,82.5,48.3,65.2,64.9,50,62.9,0,0,0,,0,0,21.9,12.5,12.5,3.9,0,284,1018.3,260.8,22.7,8,10,Partially cloudy,Becoming cloudy in the afternoon.,obs
2023-09-13,82.9,55.4,67.1,67,53.4,65.1,0,0,0,,0,0,21.3,17.3,17.3,8.6,0.3,310.2,1019.2,190.2,16.5,8,10,Partially cloudy,Clearing in the afternoon.,obs
2023-09-14,88.9,50.9,67.8,67.3,49.8,57.3,0,0,0,,0,0,17.2,12,12,6.4,0,328,1016,237.4,20.6,8,10,Clear,Clear conditions throughout the day.,obs
2023-09-15,93.7,50.9,69.9,69,47.3,51.3,0,0,0,,0,0,20.8,10.7,10.7,3.8,0,325.9,1013.3,229.3,19.8,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-16,86.6,53.2,67.8,67.5,51.4,58.3,0,0,0,,0,0,24.2,11.7,11.7,5.3,0.5,167,1014,215.9,18.9,7,10,Clear,Clear conditions throughout the day.,obs
2023-09-17,79.9,47.1,63.3,63.3,48.9,63.1,0,0,0,,0,0,17.4,13.1,13.1,5.1,0,315.8,1016.4,206.1,17.7,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-18,73.8,53.2,63.5,63.5,50.1,62.7,0,0,0,,0,0,23,17,17,6.2,0.2,310.7,1017.5,186.7,16.1,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-19,74,46.8,59.2,58.5,40.8,54.9,0,0,0,,0,0,19.5,13,13,7.1,0.4,306.5,1019.2,224.4,19.5,7,10,Clear,Clear conditions throughout the day.,obs
2023-09-20,70.9,48.3,59.3,59.3,44.9,60.9,0,0,0,,0,0,21.9,9.8,9.8,4.8,0,326.5,1018.1,179.8,15.7,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-21,74.8,41.1,58.4,58.2,42.6,59.7,0,0,0,,0,0,18.8,12.8,12.8,5.3,0,326,1017.4,216.7,18.5,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-22,78.9,43.8,61.3,61,41.9,53.3,0,0,0,,0,0,19,12.3,12.3,4.9,0,173.3,1015.2,219,18.9,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-09-23,69.9,52,60.5,60.5,49.3,67.5,0.006,100,16.67,rain,0,0,16.6,10.9,10.9,5.2,0,170,1016,103.7,9,5,10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
2023-09-24,61.9,49.6,56.3,56.3,53.6,90.5,0.35,100,58.33,rain,0,0,26.8,10.3,10.3,3.6,0,102.8,1012,40,3.4,1,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2023-09-25,64.1,56.9,59.5,59.5,55.3,86.3,0.651,100,66.67,rain,0,0,34.4,21.4,21.4,8.4,0,114.7,1010.2,41.5,3.6,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-09-26,70.7,55.9,60.9,60.9,52.4,75.3,0.146,100,25,rain,0,0,36.2,19.9,19.9,9.9,4.5,141.3,1016.5,146.9,12.7,6,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2023-09-27,67.8,54,60,60,50.8,73.4,0.23,100,25,rain,0,0,42.7,14.1,14.1,8.6,0,153.7,1019.1,156.9,13.6,6,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
2023-09-28,67.8,49.9,58.4,58.3,49.9,75.2,0.002,100,8.33,rain,0,0,12.8,9.9,9.9,5,0.2,109,1018.7,139.5,12.2,5,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2023-09-29,61,55.1,57.5,57.5,54.4,89.7,0.224,100,41.67,rain,0,0,16.1,9.7,9.7,6.6,0.4,303.1,1011.1,39.6,3.4,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,obs
2023-09-30,69.2,51.2,58.1,58.1,48.2,71.5,0,0,0,,0,0,23.9,17.5,17.5,8.4,0.4,310,1014.6,136.7,11.8,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-10-01,70.1,40.9,54.4,54,44.6,72.7,0,0,0,,0,0,20.8,12.9,12.9,5,0.1,315.7,1018.8,194.7,16.8,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-10-02,64,45.1,54.9,54.4,49.5,83.1,0.153,100,25,rain,0,0,17.9,12.6,12.6,6.5,0.4,121.7,1019.4,67,5.6,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2023-10-03,69.2,56,61.4,61.4,55.6,82.2,0,0,0,,0,0,17,9.7,9.7,6.2,0,247,1021.6,98.3,8.4,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-10-04,71,51.3,59.8,59.8,53.6,81.6,0,0,0,,0,0,26.4,19.3,19.3,8.5,0,314,1025.7,144.5,12.5,5,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-10-05,75.1,54.9,61.8,61.8,56,82.7,0,0,0,,0,0,17.4,13.4,13.4,7.1,0,323.9,1022.6,117.5,10,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-10-06,87.2,48.8,64.7,64.5,54.3,73.8,0,0,0,,0,0,14.5,12,12,4.1,0,328.1,1017.1,181,15.5,6,10,Partially cloudy,Clearing in the afternoon.,obs
2023-10-07,84.7,51.8,65.3,65.3,53.9,70.8,0,0,0,,0,0,21.9,12.2,12.2,4.3,0,166.4,1013.1,173.1,14.8,6,10,Clear,Clear conditions throughout the day.,obs
2023-10-08,79.8,50.1,62.3,62.3,52.3,72.8,0,0,0,,0,0,13.4,10.6,10.6,4.5,0,184.6,1010.2,172.9,14.8,6,10,Clear,Clear conditions throughout the day.,obs
2023-10-09,63.9,51.9,56.7,56.7,52.8,87.2,0.231,100,25,rain,0,0,28.6,14.5,14.5,4.8,0,138.1,1007.1,55.5,4.8,2,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,obs
2023-10-10,64.7,51.9,55.7,55.7,52.3,88.5,0.578,100,62.5,rain,0,0,36.5,19.7,19.7,9.8,3,134.1,1003.4,86.8,7.4,5,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-10-11,60.2,53,55.5,55.5,52.4,89.3,0.345,100,70.83,rain,0,0,30.6,16.7,16.7,12.2,6.7,137.7,1009.8,60.9,5.2,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-10-12,69.2,50,58.3,58.3,52.7,82.6,0.083,100,16.67,rain,0,0,14.1,12.3,12.3,5.6,0,32.4,1014.5,146.2,12.5,6,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
2023-10-13,63,46.1,53.3,53,49.8,88.2,0.138,100,25,rain,0,0,16.6,9.9,9.9,3.2,0,147.3,1010,66.5,5.7,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2023-10-14,64.1,48.8,56.2,56.1,53.3,90.5,0,0,0,,0,0,8.5,4.6,4.6,1.7,0,151.5,1016.7,60.2,5.1,4,10,Overcast,Cloudy skies throughout the day.,obs
2023-10-15,69.2,54,59.9,59.9,55.4,86.1,0,0,0,,0,0,8.3,6.7,6.7,2.1,0,314.6,1017.9,110,9.4,6,10,Overcast,Cloudy skies throughout the day.,obs
2023-10-16,69,55,60.3,60.3,56.8,88.4,0.285,100,33.33,rain,0,0,25.7,14.8,14.8,7.9,0,143.8,1016.5,85.6,7.5,5,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2023-10-17,65.9,49.9,55.7,55.7,52.8,90.7,0.001,100,4.17,rain,0,0,9.2,6.3,6.3,3.1,0,169.7,1021.5,106.3,9.2,5,10,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,obs
2023-10-18,65,50.9,55.2,55.2,52.4,90.9,0,0,0,,0,0,9.6,6.3,6.3,2.4,0,328.6,1018.5,89.9,7.7,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-10-19,67,46.1,53.9,53.7,51.1,90.8,0.001,100,4.17,rain,0,0,12.8,7.6,7.6,2.5,0,273.6,1017.9,116.7,10,6,10,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,obs
2023-10-20,62.1,48.8,56.7,56.7,54.5,92.6,0,0,0,,0,0,12.3,8.8,8.8,2.9,0,322.2,1015.1,33.5,2.8,1,10,Overcast,Cloudy skies throughout the day.,obs
2023-10-21,60.1,55.2,58.2,58.2,54.9,88.7,0.001,100,4.17,rain,0,0,13.2,7.5,7.5,3.6,0,169.5,1012.1,26.5,2.4,1,10,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,obs
2023-10-22,66.6,50.4,57.3,57.3,53.7,88.6,0.023,100,12.5,rain,0,0,14.3,8.5,8.5,3.1,0,288.2,1011.7,58.3,5,4,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2023-10-23,60,47.9,55.4,55.3,50,82.9,0.001,100,4.17,rain,0,0,17.9,10.1,10.1,4.9,0,302.7,1018.1,54.7,4.9,3,10,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,obs
2023-10-24,53.8,43.1,49.2,47.8,45.5,87,0.323,100,41.67,rain,0,0,30.4,14.7,14.7,5.5,0,133.9,1014.5,39.9,3.4,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2023-10-25,53.8,40.9,46.8,43.4,41.9,83.4,0.528,100,50,rain,0,0,32.2,15.7,15.7,9.1,3.2,149.5,1013.1,90.5,7.8,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2023-10-26,54.9,38.9,46.3,44.8,42,85.8,0.001,100,4.17,rain,0,0,9.4,6.5,6.5,3.5,0,187.5,1022.9,84.8,7.4,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
2023-10-27,50.1,38.3,44,39.8,38.9,82.2,0,0,0,,0,0,21.5,14.1,14.1,8.5,4.2,327.2,1025.4,60.7,5.3,3,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-10-28,53.1,28.8,39.6,34.9,30.4,71.8,0,0,0,,0,0,16.8,16.4,16.4,9.1,4.3,309.6,1029.4,126.5,11,5,10,Clear,Clear conditions throughout the day.,obs
2023-10-29,56,26.8,39.6,39.1,29.9,70.5,0,0,0,,0,0,13.4,11,11,3.2,0,312.5,1028.6,126.3,10.9,5,10,Clear,Clear conditions throughout the day.,obs
2023-10-30,56.1,26,40,39.2,32,75.3,0,0,0,,0,0,10.1,7.7,7.7,2.8,0,302.5,1025.1,126.9,10.9,5,10,Clear,Clear conditions throughout the day.,obs
2023-10-31,57.7,30.7,42.8,42.2,37,81.5,0,0,0,,0,0,9.6,5.5,5.5,1.8,0,14.3,1022.3,115,9.9,5,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-11-01,54,42.1,49.5,48.8,46.9,90.8,0.199,100,41.67,rain,0,0,21.9,8.3,8.3,3.6,0,147.1,1019.1,31.5,2.7,1,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2023-11-02,64.2,52.9,59.1,59.1,55.1,86.8,0.037,100,25,rain,0,0,54,12.5,12.5,6.5,0.1,147.8,1016.9,39.3,3.5,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-11-03,72.3,55.8,60.4,60.4,56.3,86.9,0.276,100,29.17,rain,0,0,19.5,10.2,10.2,2.4,0,81.2,1018.5,63.7,5.7,3,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2023-11-04,74.9,51.9,64.6,64.6,57.2,78.2,0.759,100,54.17,rain,0,0,29.8,15.6,15.6,6.7,3,139.7,1012.2,20.3,1.7,1,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2023-11-05,63,46.9,54.3,54,50.6,88.2,0.205,100,25,rain,0,0,29.1,15.6,15.6,6.3,0,118.5,1010.5,59.4,5.3,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
2023-11-06,55.8,48.8,52.8,52.5,48.6,85.9,0.534,100,87.5,rain,0,0,42.3,18.6,18.6,11.7,5.2,132,1006.9,39.8,3.4,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-11-07,58.7,40.9,48.9,47.1,44.5,85.7,0.091,100,45.83,rain,0,0,19.9,8.7,8.7,6.1,2.9,165.6,1022.7,66,5.7,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2023-11-08,47.7,36.3,42.5,40.6,40.4,92.3,0.001,100,4.17,rain,0,0,13.2,9.6,9.6,3.4,0,252.7,1029.8,50.7,4.4,2,10,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,obs
2023-11-09,51.9,39.1,46.2,43.9,41.8,85.1,0.101,100,25,rain,0,0,16.8,8.6,8.6,5.4,0.1,121.7,1022,54.9,4.7,3,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2023-11-10,53.7,40.9,47.6,45.8,44.5,89.1,0.011,100,4.17,rain,0,0,13.4,9.1,9.1,5.2,0,126,1022.5,52.5,4.7,3,10,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,obs
2023-11-11,55.1,47.1,51.4,50.3,46.3,82.8,0.004,100,12.5,rain,0,0,32.1,24.2,24.2,10.7,4.2,123.8,1020.9,35.1,3,2,10,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,obs
2023-11-12,60,43.3,51.6,50.6,46.4,83.5,0.21,100,16.67,rain,0,0,25.3,15.2,15.2,6.5,0,113.5,1013.3,85.7,7.3,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
2023-11-13,62.4,46,52.6,51.5,46.5,80.8,0.06,100,16.67,rain,0,0,21.9,15,15,7.6,0,315.2,1015.8,64.8,5.7,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
2023-11-14,53.6,45.5,47.8,46.7,41.3,78.6,0.053,100,16.67,rain,0,0,11,8.6,8.6,3.5,0,318.4,1015.4,34.8,2.9,2,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2023-11-15,53.8,44.1,49.3,48.8,47,91.9,0.091,100,25,rain,0,0,16.8,8.6,8.6,3.8,0,321.1,1013.2,56.2,4.8,4,10,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,obs
2023-11-16,50,44,46.7,44.7,44.4,91.6,0,0,0,,0,0,11,7.8,7.8,4.5,0,314.1,1017.3,23.2,1.9,1,10,Overcast,Cloudy skies throughout the day.,obs
2023-11-17,52.1,46.1,48,46.9,44.7,88.8,0,0,0,,0,0,9.8,6.6,6.6,2.7,0,317.4,1015.9,31.7,2.6,2,10,Overcast,Cloudy skies throughout the day.,obs
2023-11-18,63.9,43.6,51.6,51.3,42.7,72.3,0.268,100,37.5,rain,0,0,38,11,11,3.3,0,203.4,1008.5,21.6,1.7,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2023-11-19,68,40.6,53.6,52.6,41.3,65.5,0.05,100,12.5,rain,0,0,25.3,12.2,12.2,7.3,3.5,140.5,1029.2,83.4,7.3,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,obs
2023-11-20,44.2,36.9,39.5,37.8,36.7,90,0,0,0,,0,0,12.3,6.3,6.3,2.7,0,309.3,1030.7,29.4,2.6,1,10,Overcast,Cloudy skies throughout the day.,obs
2023-11-21,61.3,35.8,45.2,43.8,41,86.4,0,0,0,,0,0,13,7.3,7.3,3.2,0,130.1,1026.4,95.5,8.2,5,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-11-22,52.9,39,48.7,46.6,46,90.4,0.122,100,50,rain,0,0,15.9,13.1,13.1,5.9,0.1,327.5,1026.8,21.8,1.9,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-11-23,44.2,35.7,41.9,36.8,38.1,86.4,0,0,0,,0,0,19.9,13.2,13.2,8.7,3.3,314.1,1026.3,17.7,1.5,1,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-11-24,48.9,30.6,37.5,33.1,32.9,84.1,0,0,0,,0,0,19,12.3,12.3,6.6,0,312.1,1026.3,66.7,5.8,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-11-25,46.2,24.1,31.9,29.8,27.6,85.1,0,0,0,,0,0,12.3,10,10,2.8,0,310.7,1025.9,89.7,7.6,4,10,Partially cloudy,Clearing in the afternoon.,obs
2023-11-26,46.1,22.9,31.5,29.9,26.7,83.4,0,0,0,,0,0,11.9,5.5,5.5,2.1,0,296.6,1023.7,93.9,8.1,4,10,Partially cloudy,Clearing in the afternoon.,obs
2023-11-27,42.9,24,30.2,28.9,26.7,87,0,0,0,,0,0,10.5,7.3,7.3,1.6,0,259.8,1022.8,71.7,6,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-11-28,40.9,21.9,30.4,29.1,27.4,88.7,0,0,0,,0,0,9.6,5.6,5.6,1.6,0,327.7,1022.6,58.3,5.2,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2023-11-29,39.8,25,33.9,33.3,30.7,88.3,0,0,0,,0,0,6.9,4.2,4.2,1,0,319.4,1019.8,34.3,2.9,2,10,Overcast,Cloudy skies throughout the day.,obs
2023-11-30,47.6,36.9,41.1,38.6,38.6,90.8,0.366,100,62.5,rain,0,0,23.3,7.7,7.7,4.1,0,124,1013.9,20.6,1.9,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-12-01,52.9,43,47.1,43.2,42.9,85.7,0.281,100,54.17,rain,0,0,45,16.6,16.6,10.3,4.8,132.3,1013.9,28.6,2.4,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-12-02,54.9,47,50.5,47.8,47,88.1,1.06,100,66.67,rain,0,0,46.1,17.1,17.1,9.8,4.6,122.8,1012.8,15.5,1.1,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-12-03,57.8,49.8,55.8,55.6,53.2,91.1,1.662,100,95.83,rain,0,0,45,15.5,15.5,11.3,8,124.8,1015.3,14.6,1.2,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-12-04,64.8,55.9,60.1,60.1,53.4,78.7,0.012,100,4.17,rain,0,0,29.3,17.2,17.2,11.6,7.4,127.5,1018.6,43.7,3.7,3,10,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,obs
2023-12-05,63.8,56,60.9,60.9,52.9,75.3,0.085,100,41.67,rain,0,0,25.7,13.1,13.1,8.4,0.5,134.3,1015.9,22.8,2,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2023-12-06,56,46.9,51.5,50,49.1,91.5,1.143,100,91.67,rain,0,0,28.9,16,16,6.3,0,108.9,1010.2,12.4,1.2,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-12-07,47.8,42.2,44.9,40.3,41.5,87.6,0.489,100,75,rain,0,0,29.1,12.4,12.4,8.7,4.8,133.2,1017.4,24.7,2,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-12-08,48.8,33.2,41.4,38.8,37.6,86.6,0.086,100,33.33,rain,0,0,18.1,9.7,9.7,4.3,0,138.1,1028.6,71,6.1,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
2023-12-09,48.7,31,40,36.3,35.7,85.2,0.043,100,16.67,rain,0,0,27.7,14.9,14.9,6.3,0,127.9,1027.1,18.9,1.7,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2023-12-10,52,47.9,50.1,48.3,46.2,86.4,0.486,100,62.5,rain,0,0,29.1,13.6,13.6,8.3,4.3,121.2,1022.7,13.8,1.1,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2023-12-11,53.9,47.9,50.9,49.9,48.7,92.3,0.025,100,20.83,rain,0,0,7.6,9.6,9.6,5.3,0,324.3,1020.8,23,2,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,obs
2023-12-12,48.2,38.2,44.3,40.9,41.4,89.9,0,0,0,,0,0,15.4,10.9,10.9,6.3,0,320.7,1020.9,25,2.1,1,10,Partially cloudy,Partly cloudy throughout the day.,obs
