datetime,tempmax,tempmin,temp,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,solarradiation,solarenergy,uvindex,severerisk,conditions,description,source
2025-01-03,53.1,45,48.1,45.7,43.9,85.5,0.471,100,75,rain,0,0,30.2,19.4,19.4,9.1,0,168.7,1009.2,32.8,2.9,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-01-04,48.8,44.9,47.4,42.3,43.6,86.9,0.533,100,75,rain,0,0,25.3,15.9,15.9,11.9,3.8,147.7,1018.4,12.3,1,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-01-05,53.1,47.9,50.4,49.1,47.9,91.2,0.637,100,62.5,rain,0,0,22.1,16.8,16.8,6,0.3,145,1023.8,17.4,1.6,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2025-01-06,51.3,39.1,47.2,45,44.6,90.8,0.031,100,33.33,rain,0,0,16.1,11,11,5.8,0,338.2,1027.9,23.3,1.8,1,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
2025-01-07,44,34.1,39.4,37.8,36.6,89.7,0,0,0,,0,0,14.1,5.5,5.5,2.4,0,323.2,1032.1,38.2,3.4,2,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-08,49,33.3,40,38.2,37.1,89.5,0,0,0,,0,0,13.4,6.5,6.5,2.8,0,301,1031.1,50.2,4.3,3,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-09,46.8,33.1,37.8,36.7,35.4,91.3,0,0,0,,0,0,11.6,4.4,4.4,1.5,0,124.4,1029.8,42.6,3.6,3,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-10,53,35.1,44.2,42,40.7,88,0.325,100,16.67,rain,0,0,26.4,12.4,12.4,4.8,0,180.2,1028.9,42.2,3.6,2,10,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,obs
2025-01-11,50,37.2,42.7,41.1,38.4,85.4,0,0,0,,0,0,13.2,5.5,5.5,2.8,0.1,207.9,1036.1,72.3,6.3,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-12,47,37.9,41.9,39.6,39.2,90.5,0.042,100,16.67,rain,0,0,11.2,10.7,10.7,3.9,0,147.9,1032.7,45.7,4,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2025-01-13,40.8,37.1,38.7,34.7,35.6,88.6,0,0,0,,0,0,17.2,11.9,11.9,5.8,0.2,360,1034.6,27.5,2.3,1,10,Overcast,Cloudy skies throughout the day.,obs
2025-01-14,37.2,35.1,36,33.2,34.5,94.2,0,0,0,,0,0,8.3,5.6,5.6,3.6,0,359,1033.8,21.3,1.8,1,10,Overcast,Cloudy skies throughout the day.,obs
2025-01-15,36,34.1,35.2,32.8,33.8,94.8,0,0,0,,0,0,9.4,6.6,6.6,2.8,0,354.3,1028.5,19.5,1.7,1,10,Overcast,Cloudy skies throughout the day.,obs
2025-01-16,38,33.2,35,33,33.9,95.8,0.018,100,4.17,rain,0,0,10.7,6.5,6.5,2.4,0,252.6,1025.3,27.6,2.2,1,10,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,obs
2025-01-17,38,34.9,36.3,31.4,34,91.3,0,0,0,,0,0,16.3,10,10,6.2,0.3,354,1029.4,22.7,2,1,10,Overcast,Cloudy skies throughout the day.,obs
2025-01-18,40,28.1,35,30,30.8,84.6,0,0,0,,0,0,11.6,8.9,8.9,6.2,0,5,1030.5,48.8,4.3,2,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-19,39.8,25.1,30.9,28.9,27.4,87,0,0,0,,0,0,13.4,9.3,9.3,2.2,0,344.6,1030.7,69.9,6.1,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-20,44.1,21.9,31.1,28.6,24.5,77.7,0,0,0,,0,0,13,8.7,8.7,2.8,0,341.1,1032.2,88.2,7.6,4,10,Partially cloudy,Becoming cloudy in the afternoon.,obs
2025-01-21,48.7,24.1,33.3,30.7,27.3,79.9,0,0,0,,0,0,9.4,6.5,6.5,2.8,0,218.6,1034.6,92.2,8.1,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-22,44.2,23,32.1,30,27,81.9,0,0,0,,0,0,12.3,9.8,9.8,2.7,0,6.6,1037.1,86.4,7.5,4,10,Clear,Clear conditions throughout the day.,obs
2025-01-23,43.9,24.2,32.3,31.1,27.2,81.8,0,0,0,,0,0,10.3,6.3,6.3,1.7,0,338.3,1032.5,81.9,7,3,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-24,44.8,25.3,34.3,31.5,30,84.3,0,0,0,,0,0,18.1,10.6,10.6,3.9,0,353.9,1027.4,68.6,5.8,3,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-25,47,27.1,35.8,28.5,24.5,64.6,0,0,0,,0,0,31.9,18.9,18.9,11.2,0,339,1024.5,104.7,9,4,10,Clear,Clear conditions throughout the day.,obs
2025-01-26,47.1,25,33.3,28.5,22.5,65.4,0,0,0,,0,0,15.9,10.9,10.9,5.6,0.1,356,1027.4,106.1,9.3,4,10,Clear,Clear conditions throughout the day.,obs
2025-01-27,47.1,20.9,32,29.8,23.2,72.1,0,0,0,,0,0,10.5,6.3,6.3,2.6,0,339,1026.8,105.5,9.1,4,10,Clear,Clear conditions throughout the day.,obs
2025-01-28,47.1,20.1,31.7,29.9,24.2,75.3,0,0,0,,0,0,10.1,5.5,5.5,2.2,0,238.9,1022.8,106.6,9.3,5,10,Clear,Clear conditions throughout the day.,obs
2025-01-29,52.8,20.1,33.7,31.8,26.2,75.9,0,0,0,,0,0,8.5,6.5,6.5,2.1,0,189.2,1021.3,109.9,9.4,5,10,Clear,Clear conditions throughout the day.,obs
2025-01-30,48.6,26.8,38.3,33.7,33.2,82.3,0,0,0,,0,0,10.7,10.7,10.7,6.4,0,153.4,1020.3,65.3,5.7,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-01-31,53.1,39.8,46.9,44,43.8,88.8,0.939,100,87.5,rain,0,0,42.5,19.2,19.2,9.6,0.3,172.5,1011.9,42,3.6,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-02-01,47.8,38,43.2,41,38,82,0.022,100,8.33,rain,0,0,23.5,8.8,8.8,4.1,0.1,202.1,1016.5,71,6,3,10,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,obs
2025-02-02,43.9,34.8,38.2,34.1,34.6,87.2,0.055,100,25,"rain,snow",0,0,23,15.3,15.3,5.9,0,195.2,1013.6,53.5,4.7,2,10,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,obs
2025-02-03,39.8,31.9,36.1,34.5,32.8,88.1,0.001,100,4.17,rain,0,0,11.2,5.3,5.3,2.1,0,189.2,1010.4,36.6,3,1,10,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,obs
2025-02-04,38.9,28.2,33.1,30.3,30.5,90.2,0,0,0,,0,0,11.6,7.6,7.6,3.2,0,155.2,1007.7,54.8,4.8,2,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-02-05,41.7,32.9,36.9,30.1,33.3,86.6,0.427,100,62.5,"rain,snow",0.1,0,32.7,18.4,18.4,10.5,3.4,156.6,1013.4,62.5,5.3,3,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,obs
2025-02-06,41,34.9,37.6,31.7,34.1,87.1,0.008,100,33.33,"rain,snow",0,0,21.9,15.1,15.1,9,0,350.8,1012.6,23.5,2.2,1,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2025-02-07,45,29.7,37.1,32.7,30.3,76.8,0.002,100,8.33,"rain,snow",0,0,19.5,10.5,10.5,5.9,3.1,174,1020.8,83,6.9,3,10,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,obs
2025-02-08,47.7,34.1,39.8,34.9,35.4,84.5,0.164,100,25,"rain,snow",0.2,0,23.5,12.5,12.5,7.5,0,166,1028.8,76.5,6.6,3,10,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,obs
2025-02-09,46.9,33.9,38.3,35.3,32.8,82.1,0,0,0,,0,0,17.7,10.4,10.4,4.4,0,29.6,1032.2,94.7,8.2,5,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-02-10,39.9,29.7,33.7,30.2,29.1,83.6,0.01,100,8.33,rain,0,0,16.1,9.8,9.8,4.1,0,344.4,1028.8,51.5,4.5,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,obs
2025-02-11,40.9,24.9,31.3,23.6,21.9,68.8,0,0,0,,0,0,25.3,15.3,15.3,9.3,3,348.6,1022.4,123,10.6,5,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-02-12,41,21.6,29.7,24.1,19.7,67.2,0,0,0,,0,0,17.7,10,10,5.9,0.2,339.9,1011.7,112.4,9.7,5,10,Partially cloudy,Becoming cloudy in the afternoon.,obs
2025-02-13,33.2,28.1,30.9,23.2,25.9,82.1,0.46,100,75,"rain,snow",0,0.1,22.1,15,15,8.9,3.6,350.9,994.4,36.3,3.1,2,10,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2025-02-14,46,32,37.5,34.5,34.3,88.6,0.382,100,54.17,"rain,snow",0,0,17.9,7.6,7.6,4.1,0,198.4,1016.7,83.1,7.2,4,10,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,obs
2025-02-15,49.7,34.9,41.6,38.6,37.3,85.3,0.078,100,20.83,rain,0,0,15.9,7.9,7.9,4.7,0,182.3,1024.3,55.8,4.8,3,10,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,obs
2025-02-16,54.8,44.8,48.5,45.8,44.3,85.4,0.268,100,66.67,rain,0,0,31.1,11.7,11.7,8.1,0.6,162.8,1014.7,49.4,4.1,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-02-17,52.1,46.1,48.3,45.2,44.2,86.1,0.126,100,37.5,rain,0,0,28.4,15.1,15.1,9.2,4.6,170.7,1017,50.9,4.3,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-02-18,51,44,47.8,44.9,43.5,85.1,0.09,100,33.33,rain,0,0,17,10.1,10.1,7,3,139.6,1020.1,46.7,4,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2025-02-19,53.9,43.1,48.7,46.4,44.5,85.7,0.275,100,45.83,rain,0,0,28.6,13.3,13.3,8.1,0,197,1018.7,61.1,5.2,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2025-02-20,55.1,37.1,45.4,44,40.4,83.6,0,0,0,,0,0,10.5,8.9,8.9,4.1,0,188.1,1028.5,103.6,8.8,4,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-02-21,56.5,33.5,45.2,43.9,40.1,83.2,0,0,0,,0,0,13.2,6.6,6.6,3.8,0,181.6,1022.2,72,6.3,3,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-02-22,60.9,47.8,53,52.2,46.5,79.9,0.28,100,41.67,rain,0,0,40.9,15.3,15.3,7.5,0.2,165.8,1018,45.8,4,2,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2025-02-23,58.9,48.8,55.5,55.4,52.7,90.3,1.399,100,70.83,rain,0,0,49.4,18.3,18.3,11.1,5.6,165.2,1015.7,32.3,2.8,3,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-02-24,57.8,44.1,50.2,48.4,45.4,84.3,0.547,100,75,rain,0,0,44.7,28.7,28.7,11.9,0,173.9,1012.1,55.1,4.8,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,obs
2025-02-25,56,41,48.8,46.1,40.4,73.6,0.049,100,29.17,rain,0,0,39.1,20.3,20.3,9,0,181.5,1023.5,129.2,11.2,5,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
2025-02-26,56,32.1,42.7,41.6,38.7,86.6,0,0,0,,0,0,12.5,5.6,5.6,2.9,0,337.8,1020.9,118.4,10.2,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-02-27,64,34.1,47.2,45.3,40.2,79.2,0,0,0,,0,0,15,8.7,8.7,4.4,0.2,292.9,1021.9,150.4,13,6,10,Partially cloudy,Clearing in the afternoon.,obs
2025-02-28,64.1,33.7,47.3,45.9,41.9,83,0,0,0,,0,0,11.2,7.5,7.5,4,0,265.9,1018,155.3,13.3,6,10,Partially cloudy,Clearing in the afternoon.,obs
2025-03-01,60.9,37,48.9,47.5,42.5,80.1,0,0,0,,0,0,23.8,14.5,14.5,5.6,0.1,212.2,1012.9,130.4,11.2,5,10,Partially cloudy,Becoming cloudy in the afternoon.,obs
2025-03-02,53.1,43.1,48.1,45.8,43.8,85.4,0.052,100,12.5,rain,0,0,18.6,15.6,15.6,7.5,3.1,170.2,1015,76.7,6.6,3,10,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,obs
2025-03-03,55.1,42.2,47.8,46.2,42.6,82.9,0,0,0,,0,0,17.2,13.3,13.3,6.4,0,202.5,1020.8,85.4,7.3,3,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-03-04,56.8,39.9,47.9,45.9,40.9,78.3,0.129,100,25,rain,0,0,27.3,17.9,17.9,7.6,3,193.2,1021.1,142.7,12.3,7,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,obs
2025-03-05,54,34,41.6,40.1,36.8,84.2,0,0,0,,0,0,54,7.7,7.7,3.3,0,316.2,1016.5,107.9,9.4,5,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-03-06,56.9,33.9,44.8,42.1,37.4,76.1,0,0,0,,0,0,16.6,12.2,12.2,5.5,0,312.3,1015.8,162.8,14.1,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-03-07,60.9,33,45.5,43.7,36.8,73.8,0,0,0,,0,0,16.1,7.9,7.9,3.7,0,186.4,1023.1,152.5,13.2,6,10,Partially cloudy,Clearing in the afternoon.,obs
2025-03-08,63.9,35.8,49.1,47.7,38.6,70.5,0,0,0,,0,0,15.9,9.8,9.8,5.3,0,192.2,1023.1,177.5,15.5,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-03-09,61.9,37,48.4,46.5,38.6,71.5,0,0,0,,0,0,26.4,15,15,6.4,0.6,188.1,1018.4,168.3,13.9,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-03-10,51.9,43.9,48,45.7,42.1,80.4,0.019,100,25,rain,0,0,13,10.9,10.9,6.3,0,346.9,1015.9,92.4,7.9,4,10,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,obs
2025-03-11,55.8,44.8,48.7,47.7,43,81.8,0,0,0,,0,0,21.7,9.9,9.9,3.7,0,239.4,1006.8,86,7.4,4,10,Overcast,Cloudy skies throughout the day.,obs
2025-03-12,50,43.1,46.6,43.6,43.3,88,0.604,100,79.17,rain,0,0,21,13.2,13.2,6.7,0,148.8,999.2,36.6,3.2,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-03-13,46.8,38,41.6,36,36.5,82.7,0.387,100,62.5,rain,0.8,0,28.9,13.3,13.3,9.3,4.9,184.7,1005.8,91.2,7.8,5,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2025-03-14,49.9,37.1,42.6,36,38,84.1,0.645,100,58.33,rain,0,0,38.5,25.9,25.9,14,6.3,150.4,1000.3,106,9,6,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2025-03-15,46.9,42.2,44.7,38.6,41,86.8,1.173,100,91.67,rain,0,0,48.8,19.1,19.1,12.9,4.9,159.3,1007.6,33.8,3.1,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-03-16,48.7,40,43.9,39.2,40.8,88.9,1.536,100,91.67,rain,0.3,0,49.7,20.5,20.5,9.4,0.2,144.1,1005.2,19.2,1.7,1,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,obs
2025-03-17,53.9,36,44,41.6,37.2,78.7,0.116,100,20.83,rain,0,0,23.7,13.6,13.6,5.7,0.2,246.5,1017.1,184.9,16.1,7,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,obs
2025-03-18,51.2,38.8,45.3,42.3,39.7,81.3,0.079,100,16.67,rain,0,0,19.7,9.9,9.9,6.1,0.4,168.6,1028,125.6,11,4,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2025-03-19,51.9,42.2,45.7,42.1,39.1,78.5,0.215,100,12.5,rain,0,0,30.2,12.6,12.6,7.8,5.2,165.6,1020.6,61.7,5.2,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
2025-03-20,49.9,42.2,45.5,39,40.8,83.5,0.29,100,70.83,rain,0,0,35.6,20.4,20.4,15,9.2,163.9,1021.5,92.3,7.8,4,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-03-21,51.1,46.8,48.9,44.8,44.2,83.9,0.438,100,62.5,rain,0,0,29.9,19.1,19.1,12.4,3.7,165.8,1017.1,53.4,4.6,2,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-03-22,53.2,42.9,49,47.9,43.9,83.3,0.07,100,16.67,rain,0,0,23,8.7,8.7,4.9,0.1,160.3,1020.2,93.3,7.9,3,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2025-03-23,64.8,48.9,56,55.7,48,75.7,0.013,100,8.33,rain,0,0,19.9,15.7,15.7,8.1,4.7,165.4,1022.6,105.7,8.9,5,10,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,obs
2025-03-24,75.7,52.2,61.6,61.6,51.7,71.7,0,0,0,,0,0,12.1,11.1,11.1,5.1,0.3,147.1,1022.7,208.8,18,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-03-25,74.1,47.2,59.6,59.5,53,80.1,0,0,0,,0,0,14.5,7.9,7.9,4.5,0,338.9,1015.8,212.7,18.3,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-03-26,76.8,51.1,60.3,60.3,51.4,74.8,0.054,100,16.67,rain,0,0,28.9,15.7,15.7,6.8,0,216.2,1005.7,155.3,13.4,7,10,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,obs
2025-03-27,61.9,47.9,52.7,51.2,44,73.2,0.254,100,41.67,rain,0,0,46.5,25,25,12.5,5.5,161.6,1004,115.8,9.9,5,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-03-28,53.1,43.1,48.7,45.2,42.8,80.3,0.316,100,70.83,rain,0,0,34.7,19.9,19.9,12.8,6.6,179.8,1011.5,131.6,11.5,6,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-03-29,58.9,36.1,47.1,44.9,37.8,72.5,0,0,0,,0,0,15,8.6,8.6,5.1,0.4,160.6,1017.5,163,14.1,6,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-03-30,51,42.1,46.2,44.4,41.8,84.9,0.514,100,41.67,rain,0,0,36.7,13.2,13.2,4.6,0,129.2,1004.3,59.4,5.1,4,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2025-03-31,52,41.1,46.5,41.9,39.9,78.2,0.224,100,54.17,rain,0,0,39.8,19.1,19.1,11.1,6.3,168.8,1006.9,156.8,13.8,6,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-04-01,55.9,41.1,46.9,44.7,40.1,77.8,0.586,100,45.83,rain,0,0,22.4,9.7,9.7,6.1,0.9,13.7,1010.1,140.5,12.2,6,10,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,obs
2025-04-02,53.8,39.9,46.2,44.8,39.6,79.1,0.076,100,16.67,rain,0,0,16.8,8.9,8.9,4.6,0,241.8,1016.2,163,14.1,7,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2025-04-03,57.8,35.8,46.2,44.5,37.6,74.4,0,0,0,,0,0,55.3,13.9,13.9,4.9,0,325,1020.8,186.8,16.1,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-04-04,65.9,35.2,49,48.3,39.5,72.7,0,0,0,,0,0,34.4,7.8,7.8,3.9,0,348.1,1025.7,246.3,21.5,7,10,Partially cloudy,Becoming cloudy in the afternoon.,obs
2025-04-05,74.7,40.9,56.6,55.7,42,63.2,0,0,0,,0,0,11.9,9,9,4.8,0.3,209.4,1024.8,239.5,20.6,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-04-06,56.9,51.1,54.1,54.1,48.1,81.2,0.689,100,70.83,rain,0,0,20.8,10.5,10.5,5.2,0.2,166.9,1019.4,44.6,3.9,1,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2025-04-07,58.9,48.8,53.9,53.6,47.2,79,0.172,100,37.5,rain,0,0,40.4,24.1,24.1,10.9,4.2,188.4,1015.3,167.2,14.5,6,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2025-04-08,56.6,47,51.6,50.1,44.4,77.4,0.306,100,41.67,rain,0,0,36.8,24.9,24.9,10.6,3.8,167.3,1018.7,93.9,8.2,3,10,"Rain, Overcast",Cloudy skies throughout the day with rain.,obs
2025-04-09,65.8,49.9,56.3,56.3,49.4,78.9,0.023,100,8.33,rain,0,0,14.1,7.6,7.6,3,0,281.3,1023,194.3,16.9,7,10,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,obs
2025-04-10,68.6,44.8,54.1,53.4,48.3,81.7,0.018,100,8.33,rain,0,0,31.1,19.9,19.9,7.5,3,204.5,1021.8,144.8,12.6,7,10,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,obs
2025-04-11,57.7,46.2,51.3,49.9,44.6,79.2,0.077,100,8.33,rain,0,0,20.4,12,12,6.7,0.5,331.1,1025.2,109.5,9.4,4,10,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,obs
2025-04-12,57.8,40.9,49.3,47.6,38.6,67.7,0,0,0,,0,0,59.7,11.8,11.8,7.1,0.3,349.5,1027.2,257.5,22.3,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-04-13,65.1,37.1,50,47.1,39.7,69.5,0,0,0,,0,0,42.5,16.3,16.3,10.8,6.4,345.6,1024.8,268.6,23.2,8,10,Clear,Clear conditions throughout the day.,obs
2025-04-14,74.2,39.7,56.7,56,42.5,61.1,0,0,0,,0,0,17.2,11,11,6.2,0,342.5,1017,276.8,23.8,8,10,Clear,Clear conditions throughout the day.,obs
2025-04-15,73.3,39.1,57.1,56.8,45.6,68.3,0,0,0,,0,0,25.3,12.2,12.2,5.6,0,3.7,1016.5,273.8,23.7,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-04-16,68.1,41.1,55,54.2,41.8,64.4,0,0,0,,0,0,24.2,11.6,11.6,6.6,0.5,350.3,1016.5,282.8,24.6,9,10,Clear,Clear conditions throughout the day.,obs
2025-04-17,69.2,38.7,54.1,52.8,37.9,59.1,0,0,0,,0,0,25.3,14.5,14.5,7.8,0.1,336.7,1017.7,286.5,24.7,9,10,Clear,Clear conditions throughout the day.,obs
2025-04-18,74,38.9,56.4,56.2,40,57.2,0,0,0,,0,0,18.3,10,10,4.2,0,348.8,1018.9,285.8,24.7,9,10,Clear,Clear conditions throughout the day.,obs
2025-04-19,66.8,44.1,54.4,53.9,42.8,66.2,0,0,0,,0,0,18.8,13.4,13.4,4.6,0,356.2,1022.5,231,20,9,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-04-20,60.2,38,49.5,48.6,39.3,69.7,0,0,0,,0,0,20.1,9.9,9.9,4.2,0,319.8,1025.5,215.6,18.6,8,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-04-21,58.9,39.8,49.6,48.9,40.2,72,0,0,0,,0,0,62.2,9.7,9.7,4.8,0,351,1024.3,213.2,18.3,7,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-04-22,61.3,36.3,48.7,45.9,37.9,69.2,0,0,0,,0,0,42.5,17.4,17.4,10.7,0.7,343.6,1021.1,287.5,24.8,9,10,Clear,Clear conditions throughout the day.,obs
2025-04-23,68.2,38,52.4,51.1,39.6,66.5,0,0,0,,0,0,23,12.4,12.4,7,0,352.2,1016.7,294.8,25.5,9,10,Clear,Clear conditions throughout the day.,obs
2025-04-24,71,35.2,53.5,53.1,41.5,67.7,0,0,0,,0,0,25.3,15.6,15.6,5.6,0,210.6,1013.4,278.1,24,9,10,Partially cloudy,Partly cloudy throughout the day.,obs
2025-04-25,61.2,48.7,53.1,53,46.1,77.5,0.006,100,4.17,rain,0,0,16.6,13.3,13.3,5.5,0,203.7,1012.5,93.8,8.2,4,10,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,obs
